,0,1,2,3,4,5,6,7,8,9,10,11,12
642,Whitehall Mystery,(2017),7.6,2–4 Players,45–60 Min,Age: 13+,2.13,"Strategy
View poll and results",Hidden Movement,Point to Point Movement,Secret Unit Deployment,Team-Based Game,
643,Photosynthesis,(2017),7.0,2–4 Players,30–60 Min,Age: 10+,2.26,"Abstract,  Family
View poll and results",Action Points,Area Majority / Influence,Bias,End Game Bonuses,Hexagon Grid
644,Coloretto,(2003),7.0,2–5 Players,30 Min,Age: 8+,1.28,"Family
View poll and results",Open Drafting,Push Your Luck,Set Collection,,
645,Zombicide: Green Horde,(2018),7.7,1–6 Players,60 Min,Age: 14+,2.48,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Modular Board,Scenario / Mission / Campaign Game,Variable Player Powers
646,HeroQuest,(1989),7.2,2–5 Players,90 Min,Age: 14+,2.14,"Thematic
View poll and results",Dice Rolling,Die Icon Resolution,Grid Movement,Modular Board,Role Playing
647,A Game of Thrones: The Card Game (Second Edition),(2015),7.5,2–4 Players,60–120 Min,Age: 14+,3.53,"Customizable
View poll and results",Alliances,Hand Management,Open Drafting,Race,Simultaneous Action Selection
648,Bus,(1999),7.6,3–5 Players,120 Min,Age: 14+,3.05,"Strategy
View poll and results",Action Points,Action Queue,Network and Route Building,Pick-up and Deliver,Turn Order: Claim Action
649,Mare Nostrum: Empires,(2016),7.5,3–5 Players,90–120 Min,Age: 14+,2.96,"Strategy,  Wargames
View poll and results",Area Movement,Dice Rolling,Set Collection,Trading,Variable Player Powers
650,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,(2015),7.7,2 Players,30–45 Min,Age: 14+,2.84,"Customizable
View poll and results",Action Queue,Critical Hits and Failures,Dice Rolling,Line of Sight,Movement Template
651,Betrayal at House on the Hill,(2004),7.0,3–6 Players,60 Min,Age: 12+,2.39,"Thematic
View poll and results",Dice Rolling,Map Addition,Modular Board,Player Elimination,Role Playing
652,Medici,(1995),7.2,2–6 Players,60 Min,Age: 10+,2.25,"Strategy
View poll and results",Auction: Once Around,Auction/Bidding,Income,Push Your Luck,Set Collection
653,Formula D,(2008),7.0,2–10 Players,60 Min,Age: 8+,1.98,"Family,  Thematic
View poll and results",Dice Rolling,Different Dice Movement,Grid Movement,Movement Points,Player Elimination
654,Galaxy Trucker (Second Edition),(2021),7.5,2–4 Players,20–30 Min,Age: 8+,2.34,"Family,  Thematic
View poll and results",Dice Rolling,Events,Real-Time,Relative Movement,Tile Placement
655,Time's Up!,(1999),7.3,4–18 Players,90 Min,Age: 12+,1.20,"Party
View poll and results",Acting,Communication Limits,Memory,Team-Based Game,
656,Taluva,(2006),7.1,2–4 Players,45 Min,Age: 8+,2.26,"Abstract,  Strategy
View poll and results",Chaining,Layering,Pattern Building,Race,Static Capture
657,The Downfall of Pompeii,(2004),7.2,2–4 Players,45 Min,Age: 10+,1.85,"Family
View poll and results",Events,Grid Movement,Hand Management,Move Through Deck,Square Grid
658,Snowdonia,(2012),7.3,1–5 Players,30–90 Min,Age: 10+,3.00,"Strategy
View poll and results",Events,Hand Management,Open Drafting,Turn Order: Claim Action,Worker Placement
659,Pax Renaissance,(2016),8.0,2–4 Players,60–120 Min,Age: 12+,4.45,"Strategy
View poll and results",Action Points,Auction: Dutch,Increase Value of Unchosen Resources,Market,Open Drafting
660,Magic Maze,(2017),7.0,1–8 Players,15 Min,Age: 8+,1.76,"Family
View poll and results",Communication Limits,Cooperative Game,Elapsed Real Time Ending,Grid Movement,Map Addition
661,One Night Ultimate Werewolf: Daybreak,(2015),7.3,3–7 Players,10 Min,Age: 8+,1.39,"Party
View poll and results",Hidden Roles,Role Playing,Roles with Asymmetric Information,Traitor Game,Variable Player Powers
662,Creature Comforts,(2022),7.5,1–5 Players,45 Min,Age: 8+,2.35,"Family
View poll and results",Dice Rolling,Events,Open Drafting,Set Collection,Solo / Solitaire Game
663,Disney Villainous: Wicked to the Core,(2019),7.6,2–3 Players,40–60 Min,Age: 10+,2.38,"Family
View poll and results",Hand Management,Take That,Variable Player Powers,,
664,Cacao,(2015),7.1,2–4 Players,45 Min,Age: 8+,1.82,"Family
View poll and results",Area Majority / Influence,Hand Management,Map Addition,Tile Placement,
665,Trains,(2012),7.1,2–4 Players,45 Min,Age: 12+,2.38,"Strategy
View poll and results","Deck, Bag, and Pool Building",Hand Management,Network and Route Building,,
666,The Republic of Rome,(1990),7.5,1–6 Players,300 Min,Age: 14+,4.36,"Strategy
View poll and results",Auction: Once Around,Bribery,Critical Hits and Failures,Dice Rolling,Events
667,Fort,(2020),7.1,2–4 Players,20–40 Min,Age: 10+,2.43,"Strategy
View poll and results","Deck, Bag, and Pool Building",Follow,Hand Management,,
668,Lord of the Rings: The Confrontation,(2002),7.2,2 Players,30 Min,Age: 12+,2.19,"Strategy
View poll and results",Area Movement,Card Play Conflict Resolution,Hand Management,Memory,Secret Unit Deployment
669,KeyForge: Call of the Archons,(2018),7.1,2 Players,15–45 Min,Age: 14+,2.48,"Customizable
View poll and results",Hand Management,Take That,,,
670,Kingdom Builder,(2011),6.9,2–4 Players,45 Min,Age: 8+,2.06,"Family,  Strategy
View poll and results",Area Majority / Influence,Chaining,Enclosure,Grid Movement,Hexagon Grid
671,Warp's Edge,(2020),7.7,1 Players,30–45 Min,Age: 10+,2.41,"Strategy
View poll and results","Deck, Bag, and Pool Building",Solo / Solitaire Game,,,
672,Between Two Castles of Mad King Ludwig,(2018),7.2,2–7 Players,45–60 Min,Age: 10+,2.18,"Family,  Strategy
View poll and results",Highest-Lowest Scoring,Neighbor Scope,Open Drafting,Set Collection,Simultaneous Action Selection
673,Project: ELITE,(2020),8.0,1–6 Players,60 Min,Age: 14+,2.40,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Elapsed Real Time Ending,Grid Movement,Line of Sight
674,Shakespeare,(2015),7.4,1–4 Players,20–90 Min,Age: 13+,2.99,"Strategy
View poll and results",Action Points,Auction/Bidding,Open Drafting,Solo / Solitaire Game,
675,Mr. Jack,(2006),7.0,2 Players,30 Min,Age: 9+,2.17,"Strategy
View poll and results",Grid Movement,Hexagon Grid,Open Drafting,Variable Player Powers,
676,Detective: City of Angels,(2019),7.9,1–5 Players,30–150 Min,Age: 14+,2.31,"Thematic
View poll and results",Action Points,Area Movement,Cooperative Game,Team-Based Game,Traitor Game
677,A Fake Artist Goes to New York,(2011),7.1,5–10 Players,20 Min,Age: 8+,1.13,"Party
View poll and results",Hidden Roles,Line Drawing,Targeted Clues,,
678,Lacrimosa,(2022),7.8,1–4 Players,90 Min,Age: 14+,3.16,"Strategy
View poll and results",Area Majority / Influence,"Deck, Bag, and Pool Building",End Game Bonuses,Movement Points,Open Drafting
679,Telestrations: 12 Player Party Pack,(2011),7.7,4–12 Players,30 Min,Age: 12+,1.07,"Party
View poll and results",Drawing,Line Drawing,Paper-and-Pencil,,
680,Summoner Wars,(2009),7.2,2–4 Players,30–60 Min,Age: 9+,2.34,"Customizable
View poll and results",Action Points,Dice Rolling,Grid Movement,Hand Management,Take That
681,Elder Sign,(2011),7.0,1–8 Players,90 Min,Age: 13+,2.34,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Die Icon Resolution,Modular Board,Re-rolling and Locking
682,Weather Machine,(2022),7.9,2–4 Players,60–150 Min,Age: 14+,4.58,"Strategy
View poll and results",Action Points,Set Collection,Tile Placement,Worker Placement,
683,Belfort,(2011),7.2,2–5 Players,120 Min,Age: 12+,3.04,"Strategy
View poll and results",Area Majority / Influence,Hand Management,Open Drafting,Ownership,Worker Placement
684,My Father's Work,(2022),7.9,2–4 Players,180 Min,Age: 14+,3.13,"Thematic
View poll and results",Events,Hand Management,Narrative Choice / Paragraph,Storytelling,Worker Placement
685,Azul: Queen's Garden,(2021),7.5,2–4 Players,45–60 Min,Age: 10+,2.96,"Abstract
View poll and results",End Game Bonuses,Pattern Building,Set Collection,Tile Placement,Turn Order: Claim Action
686,Expeditions,(2023),7.8,1–5 Players,60–90 Min,Age: 14+,3.02,"Strategy
View poll and results",Action Retrieval,"Deck, Bag, and Pool Building",Grid Movement,Hand Management,Melding and Splaying
687,Sea Salt & Paper,(2022),7.4,2–4 Players,30–45 Min,Age: 8+,1.39,"Family
View poll and results",Hand Management,Melding and Splaying,Push Your Luck,Set Collection,
688,Yellow & Yangtze,(2018),7.8,2–4 Players,90 Min,Age: 14+,3.11,"Strategy
View poll and results",Area Majority / Influence,Hand Management,Hexagon Grid,Hidden Victory Points,Highest-Lowest Scoring
689,Chronicles of Crime: 1400,(2020),7.8,1–4 Players,60–90 Min,Age: 12+,2.03,"Thematic
View poll and results",Cooperative Game,Scenario / Mission / Campaign Game,Storytelling,,
690,Disney Villainous: Evil Comes Prepared,(2019),7.6,2–3 Players,40–60 Min,Age: 10+,2.34,"Family
View poll and results",Hand Management,Take That,Variable Player Powers,,
691,Cuba,(2007),7.1,2–5 Players,75–120 Min,Age: 10+,3.26,"Strategy
View poll and results",Auction/Bidding,Hand Management,Market,Variable Phase Order,Voting
692,Cribbage,(1630),7.1,2–6 Players,30 Min,Age: 10+,1.90,"Abstract,  Family
View poll and results",Hand Management,,,,
693,Torres,(1999),7.1,2–4 Players,60 Min,Age: 10+,2.86,"Abstract,  Strategy
View poll and results",Action Points,Area Majority / Influence,Enclosure,Grid Movement,Hand Management
694,Merv: The Heart of the Silk Road,(2020),7.5,1–4 Players,90 Min,Age: 14+,3.43,"Strategy
View poll and results",Contracts,Modular Board,Ownership,Rondel,Set Collection
695,Golem,(2021),7.6,1–4 Players,90–120 Min,Age: 14+,3.98,"Strategy
View poll and results",Action Drafting,Income,Set Collection,Variable Player Powers,Variable Set-up
696,Earth Reborn,(2010),7.6,2–4 Players,180 Min,Age: 13+,3.89,"Thematic
View poll and results",Action Points,Auction: Sealed Bid,Critical Hits and Failures,Dice Rolling,Grid Movement
697,Civilization: A New Dawn,(2017),7.3,2–4 Players,60–120 Min,Age: 14+,3.16,"Strategy
View poll and results",Area Majority / Influence,Increase Value of Unchosen Resources,Modular Board,Race,Variable Player Powers
698,Escape: The Curse of the Temple,(2012),7.0,1–5 Players,10 Min,Age: 8+,1.48,"Family
View poll and results",Cooperative Game,Dice Rolling,Elapsed Real Time Ending,Grid Movement,Modular Board
699,The Oracle of Delphi,(2016),7.3,2–4 Players,70–100 Min,Age: 12+,3.01,"Strategy
View poll and results",Action Points,Dice Rolling,Grid Movement,Modular Board,Pick-up and Deliver
700,The Magnificent,(2019),7.5,1–4 Players,60–90 Min,Age: 14+,3.13,"Strategy
View poll and results",Contracts,Dice Rolling,End Game Bonuses,Grid Coverage,Movement Points
701,Trails of Tucana,(2019),7.4,1–8 Players,15 Min,Age: 8+,1.26,"Family
View poll and results",Bingo,Connections,Line Drawing,Network and Route Building,Paper-and-Pencil
702,Luna,(2010),7.3,1–4 Players,60–100 Min,Age: 12+,3.33,"Strategy
View poll and results",Area Majority / Influence,Modular Board,Point to Point Movement,Solo / Solitaire Game,Tile Placement
703,Churchill,(2015),7.7,1–3 Players,60–300 Min,Age: 14+,3.36,"Strategy,  Wargames
View poll and results",Auction/Bidding,Campaign / Battle Card Driven,Dice Rolling,Negotiation,Tug of War
704,Dixit: Journey,(2012),7.4,3–6 Players,30 Min,Age: 8+,1.26,"Party
View poll and results",Acting,Simultaneous Action Selection,Storytelling,Targeted Clues,Voting
705,The White Castle,(2023),8.0,1–4 Players,80 Min,Age: 12+,3.00,"Strategy
View poll and results",Worker Placement,Worker Placement with Dice Workers,,,
706,Mexica,(2002),7.2,2–4 Players,90 Min,Age: 10+,2.69,"Strategy
View poll and results",Action Points,Area Majority / Influence,Enclosure,Grid Movement,Square Grid
707,Feudum,(2018),7.6,2–5 Players,80–180 Min,Age: 12+,4.59,"Strategy
View poll and results",Action Queue,Area Majority / Influence,Hand Management,Simultaneous Action Selection,
708,Treasure Island,(2018),7.2,2–5 Players,45 Min,Age: 10+,2.24,"Family,  Thematic
View poll and results",Deduction,Hand Management,Line Drawing,Measurement Movement,Secret Unit Deployment
709,AuZtralia,(2018),7.4,1–4 Players,30–120 Min,Age: 13+,2.89,"Strategy
View poll and results",Action Retrieval,Cooperative Game,Hexagon Grid,Network and Route Building,Semi-Cooperative Game
710,Shadows of Brimstone: Swamps of Death,(2014),8.0,1–4 Players,90–180 Min,Age: 12+,3.40,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing
711,Ready Set Bet,(2022),7.6,2–9 Players,45–60 Min,Age: 14+,1.30,"Party
View poll and results",Betting and Bluffing,Dice Rolling,Race,Real-Time,Track Movement
712,D-Day at Omaha Beach,(2009),8.3,1–2 Players,120–480 Min,Age: 12+,3.47,"Wargames
View poll and results",Cooperative Game,Hexagon Grid,Secret Unit Deployment,Simulation,Solo / Solitaire Game
713,Yamataï,(2017),7.2,2–4 Players,40–80 Min,Age: 13+,2.97,"Strategy
View poll and results",Action Drafting,Contracts,Increase Value of Unchosen Resources,Modular Board,Network and Route Building
714,Exit: The Game – The Pharaoh's Tomb,(2016),7.2,1–6 Players,45–90 Min,Age: 12+,2.76,"Thematic
View poll and results",Cooperative Game,,,,
715,Myrmes,(2012),7.3,2–4 Players,60–120 Min,Age: 13+,3.45,"Strategy
View poll and results",Grid Coverage,Grid Movement,Hexagon Grid,Network and Route Building,Worker Placement
716,Ascension: Deckbuilding Game,(2010),7.0,1–4 Players,30 Min,Age: 13+,2.14,"Strategy
View poll and results","Deck, Bag, and Pool Building",Hand Management,Open Drafting,,
717,Smash Up: Awesome Level 9000,(2013),7.2,2 Players,45 Min,Age: 12+,2.13,"Family,  Strategy
View poll and results",Area Majority / Influence,Hand Management,Take That,Variable Player Powers,
718,Tokaido,(2012),6.9,2–5 Players,45 Min,Age: 8+,1.75,"Family
View poll and results",End Game Bonuses,Set Collection,Track Movement,Turn Order: Time Track,Variable Player Powers
719,Massive Darkness 2: Hellscape,(2022),8.1,1–6 Players,60 Min,Age: 14+,2.73,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Modular Board,Scenario / Mission / Campaign Game
720,Prêt-à-Porter,(2010),7.3,2–4 Players,90 Min,Age: 10+,3.56,"Strategy
View poll and results",Loans,Open Drafting,Set Collection,Worker Placement,
721,Sub Terra,(2017),7.4,1–6 Players,60 Min,Age: 10+,2.15,"Family,  Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Grid Movement,Map Addition
722,Leaving Earth,(2015),7.7,1–5 Players,60–180 Min,Age: 15+,3.72,"Strategy,  Thematic
View poll and results",Pick-up and Deliver,Point to Point Movement,Push Your Luck,Resource to Move,Simulation
723,Wir sind das Volk!,(2014),7.8,2 Players,60–150 Min,Age: 12+,3.73,"Strategy
View poll and results",Action/Event,Open Drafting,Simulation,Tug of War,
724,Fury of Dracula (Second Edition),(2005),7.1,2–5 Players,180 Min,Age: 10+,2.95,"Thematic
View poll and results",Dice Rolling,Hidden Movement,Point to Point Movement,Secret Unit Deployment,Team-Based Game
725,Defenders of the Realm,(2010),7.3,1–4 Players,90 Min,Age: 13+,2.71,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Hand Management,Point to Point Movement
726,Whistle Mountain,(2020),7.6,2–4 Players,60–90 Min,Age: 14+,3.00,"Strategy
View poll and results",Tile Placement,Variable Player Powers,Worker Placement,,
727,Tash-Kalar: Arena of Legends,(2013),7.2,2–4 Players,30–60 Min,Age: 13+,2.84,"Abstract,  Strategy
View poll and results",Area Majority / Influence,Catch the Leader,Grid Movement,Hand Management,Highest-Lowest Scoring
728,Century: A New World,(2019),7.3,2–4 Players,30–45 Min,Age: 8+,2.12,"Family,  Strategy
View poll and results",Action Retrieval,Contracts,Set Collection,Variable Set-up,Worker Placement
729,Arkwright,(2014),7.8,2–4 Players,120–240 Min,Age: 12+,4.59,"Strategy
View poll and results",Commodity Speculation,Investment,Simulation,Stock Holding,Variable Phase Order
730,Trismegistus: The Ultimate Formula,(2019),7.6,1–4 Players,90–120 Min,Age: 14+,4.17,"Strategy
View poll and results",Action Points,Dice Rolling,End Game Bonuses,Open Drafting,Set Collection
731,Love Letter: Batman,(2015),7.3,2–4 Players,20 Min,Age: 10+,1.19,"Family
View poll and results",Hand Management,Player Elimination,,,
732,Carcassonne: The Castle,(2003),7.1,2 Players,30 Min,Age: 8+,1.98,"Family,  Strategy
View poll and results",Area Majority / Influence,End Game Bonuses,Tile Placement,,
733,ZhanGuo,(2014),7.6,2–4 Players,60–120 Min,Age: 12+,3.83,"Strategy
View poll and results",Area Majority / Influence,Hand Management,,,
734,Bloodborne: The Board Game,(2021),7.8,1–4 Players,45–75 Min,Age: 14+,3.04,"Thematic
View poll and results",Campaign / Battle Card Driven,Card Play Conflict Resolution,Cooperative Game,"Deck, Bag, and Pool Building",Hand Management
735,Oh My Goods!,(2015),7.0,2–4 Players,30 Min,Age: 10+,2.30,"Strategy
View poll and results",Action Queue,Contracts,Hand Management,Multi-Use Cards,Push Your Luck
736,Specter Ops,(2015),7.2,2–5 Players,60–120 Min,Age: 9+,2.40,"Strategy,  Thematic
View poll and results",Dice Rolling,Grid Movement,Hidden Movement,Movement Points,Once-Per-Game Abilities
737,Onirim (Second Edition),(2014),7.1,1–2 Players,15 Min,Age: 10+,1.59,"Family,  Strategy
View poll and results",Cooperative Game,Hand Management,Move Through Deck,Open Drafting,Set Collection
738,Space Hulk: Death Angel – The Card Game,(2010),7.0,1–6 Players,30–60 Min,Age: 13+,2.41,"Thematic
View poll and results",Action Queue,Cooperative Game,Dice Rolling,Hand Management,Move Through Deck
